@relation testds

@attribute X numeric
@attribute Y numeric

@data
-6.283185,1
-6.238185,1.046012
-6.193185,1.094041
-6.148185,1.144068
-6.103185,1.196056
-6.058185,1.249954
-6.013185,1.30569
-5.968185,1.363175
-5.923185,1.422299
-5.878185,1.482928
-5.833185,1.54491
-5.788185,1.608065
-5.743185,1.672193
-5.698185,1.737069
-5.653185,1.802446
-5.608185,1.868054
-5.563185,1.933602
-5.518185,1.99878
-5.473185,2.06326
-5.428185,2.126699
-5.383185,2.188742
-5.338185,2.249025
-5.293185,2.30718
-5.248185,2.362835
-5.203185,2.415624
-5.158185,2.465187
-5.113185,2.511175
-5.068185,2.553256
-5.023185,2.59112
-4.978185,2.624482
-4.933185,2.653086
-4.888185,2.676708
-4.843185,2.695162
-4.798185,2.708302
-4.753185,2.716021
-4.708185,2.718258
-4.663185,2.714994
-4.618185,2.706256
-4.573185,2.692114
-4.528185,2.672682
-4.483185,2.648114
-4.438185,2.618603
-4.393185,2.58438
-4.348185,2.545705
-4.303185,2.50287
-4.258185,2.456188
-4.213185,2.405996
-4.168185,2.352644
-4.123185,2.296494
-4.078185,2.237913
-4.033185,2.177273
-3.988185,2.114942
-3.943185,2.051282
-3.898185,1.986646
-3.853185,1.921374
-3.808185,1.855792
-3.763185,1.790206
-3.718185,1.724903
-3.673185,1.660148
-3.628185,1.596186
-3.583185,1.533235
-3.538185,1.471493
-3.493185,1.411134
-3.448185,1.352307
-3.403185,1.295141
-3.358185,1.239742
-3.313185,1.186196
-3.268185,1.134571
-3.223185,1.084916
-3.178185,1.037262
-3.133185,0.991628
-3.088185,0.948018
-3.043185,0.906424
-2.998185,0.866827
-2.953185,0.829199
-2.908185,0.793506
-2.863185,0.759705
-2.818185,0.727749
-2.773185,0.697586
-2.728185,0.66916
-2.683185,0.642415
-2.638185,0.617292
-2.593185,0.593731
-2.548185,0.571672
-2.503185,0.551057
-2.458185,0.531826
-2.413185,0.513923
-2.368185,0.497292
-2.323185,0.481881
-2.278185,0.467638
-2.233185,0.454515
-2.188185,0.442466
-2.143185,0.431448
-2.098185,0.421421
-2.053185,0.412347
-2.008185,0.404194
-1.963185,0.396929
-1.918185,0.390524
-1.873185,0.384955
-1.828185,0.3802
-1.783185,0.376239
-1.738185,0.373057
-1.693185,0.370642
-1.648185,0.368982
-1.603185,0.368072
-1.558185,0.367909
-1.513185,0.36849
-1.468185,0.36982
-1.423185,0.371902
-1.378185,0.374746
-1.333185,0.378362
-1.288185,0.382766
-1.243185,0.387975
-1.198185,0.39401
-1.153185,0.400893
-1.108185,0.408652
-1.063185,0.417317
-1.018185,0.426921
-0.973185,0.437498
-0.928185,0.449089
-0.883185,0.461735
-0.838185,0.47548
-0.793185,0.490372
-0.748185,0.50646
-0.703185,0.523797
-0.658185,0.542438
-0.613185,0.562437
-0.568185,0.583855
-0.523185,0.606748
-0.478185,0.631177
-0.433185,0.657202
-0.388185,0.684882
-0.343185,0.714274
-0.298185,0.745436
-0.253185,0.77842
-0.208185,0.813276
-0.163185,0.850048
-0.118185,0.888776
-0.073185,0.929489
-0.028185,0.972212
0.016815,1.016956
0.061815,1.063723
0.106815,1.112502
0.151815,1.163267
0.196815,1.215975
0.241815,1.270569
0.286815,1.32697
0.331815,1.385082
0.376815,1.444785
0.421815,1.505939
0.466815,1.568381
0.511815,1.631925
0.556815,1.69636
0.601815,1.761453
0.646815,1.826949
0.691815,1.89257
0.736815,1.958017
0.781815,2.022973
0.826815,2.087105
0.871815,2.150064
0.916815,2.211493
0.961815,2.271024
1.006815,2.328288
1.051815,2.382915
1.096815,2.43454
1.141815,2.482807
1.186815,2.527373
1.231815,2.567914
1.276815,2.604128
1.321815,2.63574
1.366815,2.662506
1.411815,2.684217
1.456815,2.7007
1.501815,2.711825
1.546815,2.7175
1.591815,2.717681
1.636815,2.712367
1.681815,2.701599
1.726815,2.685465
1.771815,2.664093
1.816815,2.637654
1.861815,2.606354
1.906815,2.570435
1.951815,2.53017
1.996815,2.485859
2.041815,2.437826
2.086815,2.386411
2.131815,2.331971
2.176815,2.274869
2.221815,2.215476
2.266815,2.154161
2.311815,2.091291
2.356815,2.027225
2.401815,1.962313
2.446815,1.896888
2.491815,1.83127
2.536815,1.765757
2.581815,1.700629
2.626815,1.636143
2.671815,1.572534
2.716815,1.510013
2.761815,1.448769
2.806815,1.388966
2.851815,1.330746
2.896815,1.274229
2.941815,1.219513
2.986815,1.166678
3.031815,1.115784
3.076815,1.066874
3.121815,1.019974
3.166815,0.975096
3.211815,0.932241
3.256815,0.891395
3.301815,0.852538
3.346815,0.815638
3.391815,0.780657
3.436815,0.747551
3.481815,0.716271
3.526815,0.686764
3.571815,0.658973
3.616815,0.632841
3.661815,0.608309
3.706815,0.585316
3.751815,0.563804
3.796815,0.543712
3.841815,0.524984
3.886815,0.507563
3.931815,0.491394
3.976815,0.476425
4.021815,0.462606
4.066815,0.449889
4.111815,0.43823
4.156815,0.427587
4.201815,0.417921
4.246815,0.409195
4.291815,0.401377
4.336815,0.394436
4.381815,0.388347
4.426815,0.383084
4.471815,0.378628
4.516815,0.37496
4.561815,0.372066
4.606815,0.369933
4.651815,0.368555
4.696815,0.367924
4.741815,0.368039
4.786815,0.368899
4.831815,0.370509
4.876815,0.372875
4.921815,0.376006
4.966815,0.379915
5.011815,0.384617
5.056815,0.390132
5.101815,0.396481
5.146815,0.403688
5.191815,0.411783
5.236815,0.420794
5.281815,0.430757
5.326815,0.441709
5.371815,0.453689
5.416815,0.46674
5.461815,0.480908
5.506815,0.49624
5.551815,0.512789
5.596815,0.530607
5.641815,0.549749
5.686815,0.570271
5.731815,0.592233
5.776815,0.615693
5.821815,0.640712
5.866815,0.667348
5.911815,0.695661
5.956815,0.725708
6.001815,0.757545
6.046815,0.791223
6.091815,0.82679
6.136815,0.864289
6.181815,0.903755
6.226815,0.945217
6.271815,0.988694
